,HARGA,LB,LT,KT,KM,GRS
544,4500000000.0,120.0,154.0,6.0,4.0,1.0
545,2700000000.0,94.0,78.0,3.0,2.0,1.0
546,4300000000.0,180.0,127.0,4.0,4.0,2.0
547,3700000000.0,150.0,90.0,4.0,4.0,3.0
548,3800000000.0,200.0,130.0,4.0,4.0,2.0
549,2600000000.0,200.0,135.0,10.0,3.0,2.0
550,4200000000.0,400.0,225.0,5.0,4.0,2.0
551,3600000000.0,200.0,186.0,3.0,2.0,0.0
552,2150000000.0,100.0,104.0,2.0,1.0,0.0
553,2600000000.0,120.0,90.0,3.0,2.0,1.0
555,8300000000.0,260.0,306.0,4.0,3.0,1.0
556,2990000000.0,162.0,156.0,5.0,4.0,2.0
557,3200000000.0,160.0,90.0,3.0,3.0,2.0
558,2800000000.0,150.0,90.0,4.0,3.0,2.0
559,7500000000.0,350.0,250.0,5.0,4.0,1.0
560,6000000000.0,295.0,352.0,6.0,4.0,5.0
561,13500000000.0,400.0,430.0,9.0,4.0,4.0
562,5000000000.0,320.0,150.0,7.0,6.0,2.0
563,6800000000.0,500.0,428.0,6.0,4.0,5.0
564,4600000000.0,176.0,137.0,5.0,4.0,2.0
565,7000000000.0,300.0,182.0,4.0,3.0,2.0
566,3500000000.0,400.0,150.0,5.0,4.0,2.0
568,5300000000.0,195.0,199.0,5.0,2.0,1.0
570,3500000000.0,190.0,135.0,4.0,3.0,2.0
571,2400000000.0,147.0,154.0,2.0,2.0,0.0
572,3375000000.0,192.0,120.0,5.0,4.0,2.0
573,15000000000.0,350.0,400.0,7.0,4.0,3.0
575,14000000000.0,400.0,541.0,5.0,5.0,4.0
577,7100000000.0,200.0,256.0,6.0,3.0,3.0
578,6000000000.0,325.0,222.0,6.0,4.0,1.0
580,3500000000.0,250.0,90.0,3.0,4.0,2.0
581,6500000000.0,219.0,338.0,5.0,3.0,1.0
582,7000000000.0,210.0,166.0,6.0,6.0,3.0
583,6100000000.0,375.0,130.0,6.0,5.0,3.0
585,8000000000.0,470.0,350.0,7.0,6.0,2.0
586,10000000000.0,674.0,775.0,4.0,3.0,0.0
587,3700000000.0,400.0,370.0,6.0,2.0,0.0
588,3000000000.0,192.0,120.0,4.0,3.0,2.0
589,8250000000.0,460.0,290.0,6.0,5.0,2.0
590,3300000000.0,160.0,179.0,4.0,2.0,2.0
591,11000000000.0,500.0,400.0,6.0,3.0,4.0
592,7000000000.0,220.0,166.0,4.0,4.0,2.0
593,2990000000.0,162.0,156.0,6.0,4.0,2.0
594,3600000000.0,125.0,135.0,5.0,3.0,2.0
595,2650000000.0,190.0,202.0,4.0,2.0,4.0
596,2650000000.0,180.0,202.0,4.0,2.0,4.0
597,2700000000.0,200.0,122.0,5.0,3.0,1.0
599,2800000000.0,150.0,98.0,4.0,3.0,1.0
600,9200000000.0,450.0,700.0,8.0,5.0,2.0
601,6000000000.0,150.0,250.0,4.0,4.0,2.0
602,1000000000.0,140.0,128.0,5.0,3.0,1.0
603,14800000000.0,500.0,310.0,3.0,3.0,4.0
604,7500000000.0,200.0,280.0,5.0,5.0,2.0
606,1999000000.0,125.0,133.0,4.0,2.0,1.0
607,1950000000.0,125.0,130.0,4.0,2.0,1.0
608,11500000000.0,600.0,208.0,4.0,5.0,4.0
610,3100000000.0,140.0,90.0,3.0,2.0,2.0
611,4600000000.0,250.0,184.0,4.0,3.0,2.0
612,3000000000.0,140.0,135.0,3.0,2.0,1.0
613,3200000000.0,120.0,86.0,5.0,4.0,2.0
614,15000000000.0,500.0,400.0,9.0,6.0,4.0
615,4500000000.0,140.0,140.0,3.0,2.0,1.0
616,6800000000.0,480.0,290.0,6.0,3.0,4.0
617,6500000000.0,219.0,338.0,5.0,3.0,3.0
618,3550000000.0,250.0,352.0,5.0,1.0,3.0
620,4200000000.0,220.0,115.0,4.0,3.0,0.0
621,9000000000.0,250.0,162.0,4.0,3.0,2.0
622,12000000000.0,385.0,404.0,4.0,3.0,0.0
623,12000000000.0,350.0,198.0,7.0,5.0,4.0
625,3500000000.0,300.0,190.0,6.0,6.0,3.0
626,15000000000.0,200.0,385.0,5.0,5.0,0.0
627,3850000000.0,160.0,224.0,4.0,3.0,1.0
628,9800000000.0,759.0,319.0,4.0,4.0,4.0
629,8900000000.0,300.0,300.0,5.0,4.0,2.0
630,4700000000.0,280.0,102.0,4.0,3.0,3.0
631,3050000000.0,173.0,89.0,3.0,4.0,2.0
632,5750000000.0,250.0,121.0,4.0,4.0,2.0
633,4500000000.0,250.0,110.0,4.0,3.0,1.0
635,6500000000.0,117.0,205.0,5.0,4.0,0.0
636,13000000000.0,500.0,400.0,6.0,3.0,2.0
638,7300000000.0,500.0,325.0,5.0,5.0,1.0
639,2900000000.0,125.0,135.0,5.0,2.0,1.0
640,8000000000.0,278.0,278.0,7.0,3.0,2.0
641,6250000000.0,240.0,180.0,7.0,5.0,0.0
642,8750000000.0,300.0,322.0,4.0,4.0,2.0
643,5500000000.0,360.0,140.0,4.0,4.0,2.0
644,16500000000.0,700.0,550.0,6.0,6.0,1.0
645,1100000000.0,63.0,300.0,3.0,1.0,1.0
646,15000000000.0,700.0,700.0,5.0,3.0,4.0
647,6900000000.0,250.0,125.0,3.0,2.0,2.0
648,7500000000.0,500.0,280.0,5.0,4.0,1.0
649,5800000000.0,220.0,141.0,4.0,4.0,3.0
650,14500000000.0,400.0,307.0,3.0,3.0,4.0
651,4500000000.0,200.0,146.0,4.0,4.0,2.0
652,17000000000.0,600.0,550.0,5.0,6.0,6.0
653,2950000000.0,150.0,134.0,3.0,2.0,1.0
654,3000000000.0,150.0,150.0,3.0,2.0,1.0
655,2000000000.0,80.0,90.0,2.0,1.0,1.0
657,8500000000.0,300.0,325.0,5.0,3.0,2.0
658,7000000000.0,280.0,220.0,4.0,3.0,4.0
659,9800000000.0,400.0,350.0,4.0,5.0,1.0
660,3000000000.0,150.0,90.0,3.0,2.0,1.0
661,5500000000.0,200.0,250.0,4.0,3.0,3.0
662,4850000000.0,300.0,265.0,4.0,3.0,0.0
663,3200000000.0,150.0,135.0,5.0,2.0,1.0
665,6700000000.0,390.0,130.0,7.0,6.0,3.0
666,17000000000.0,360.0,606.0,8.0,3.0,1.0
668,9200000000.0,650.0,695.0,6.0,8.0,1.0
669,6900000000.0,250.0,160.0,3.0,4.0,1.0
670,3800000000.0,250.0,145.0,8.0,8.0,0.0
671,3600000000.0,120.0,139.0,5.0,3.0,1.0
672,1700000000.0,80.0,90.0,2.0,2.0,1.0
673,2900000000.0,133.0,126.0,3.0,2.0,1.0
674,1900000000.0,120.0,90.0,3.0,2.0,1.0
675,17000000000.0,390.0,608.0,9.0,3.0,5.0
676,7000000000.0,500.0,428.0,6.0,6.0,4.0
677,3300000000.0,200.0,145.0,8.0,8.0,2.0
678,7150000000.0,250.0,162.0,4.0,3.0,2.0
679,8500000000.0,283.0,306.0,5.0,4.0,1.0
680,600000000.0,60.0,30.0,2.0,1.0,0.0
681,17000000000.0,450.0,310.0,4.0,4.0,4.0
682,2750000000.0,121.0,100.0,4.0,3.0,1.0
683,3000000000.0,224.0,124.0,3.0,3.0,1.0
684,6500000000.0,300.0,200.0,5.0,4.0,4.0
685,5900000000.0,272.0,311.0,4.0,4.0,5.0
686,2400000000.0,147.0,154.0,3.0,2.0,0.0
687,4800000000.0,325.0,226.0,4.0,4.0,3.0
688,6500000000.0,250.0,180.0,8.0,5.0,2.0
689,6500000000.0,250.0,181.0,8.0,6.0,1.0
690,3195000000.0,150.0,135.0,3.0,3.0,1.0
692,10000000000.0,380.0,230.0,6.0,4.0,0.0
693,2200000000.0,226.0,95.0,5.0,3.0,2.0
696,2700000000.0,72.0,72.0,4.0,4.0,0.0
697,3000000000.0,100.0,139.0,3.0,2.0,1.0
699,7500000000.0,180.0,200.0,5.0,4.0,1.0
700,5000000000.0,250.0,217.0,3.0,3.0,1.0
701,3250000000.0,300.0,153.0,8.0,7.0,2.0
702,3300000000.0,200.0,130.0,9.0,3.0,1.0
703,4500000000.0,200.0,180.0,4.0,3.0,1.0
705,2800000000.0,150.0,102.0,3.0,3.0,1.0
706,4500000000.0,250.0,96.0,5.0,4.0,2.0
707,2700000000.0,100.0,130.0,5.0,2.0,2.0
708,9500000000.0,250.0,189.0,4.0,3.0,2.0
709,5500000000.0,147.0,107.0,6.0,4.0,1.0
711,1500000000.0,120.0,90.0,3.0,2.0,1.0
712,7000000000.0,500.0,428.0,8.0,6.0,4.0
713,3500000000.0,210.0,170.0,5.0,3.0,2.0
716,1980000000.0,164.0,72.0,4.0,2.0,2.0
717,6500000000.0,250.0,125.0,3.0,3.0,3.0
718,3500000000.0,178.0,150.0,3.0,2.0,2.0
719,1800000000.0,105.0,90.0,3.0,2.0,1.0
720,13000000000.0,350.0,248.0,4.0,4.0,1.0
721,3100000000.0,225.0,156.0,4.0,3.0,2.0
722,4750000000.0,180.0,137.0,4.0,4.0,2.0
723,2599000000.0,160.0,90.0,4.0,2.0,1.0
724,6250000000.0,200.0,320.0,4.0,3.0,2.0
725,3000000000.0,150.0,135.0,3.0,1.0,1.0
726,6550000000.0,350.0,270.0,5.0,4.0,2.0
727,5000000000.0,320.0,150.0,7.0,6.0,1.0
728,16000000000.0,525.0,330.0,4.0,4.0,3.0
730,7100000256.0,200.0,265.0,6.0,3.0,3.0
731,2300000000.0,144.0,135.0,4.0,2.0,2.0
732,7500000000.0,500.0,428.0,6.0,4.0,4.0
733,5500000000.0,410.0,205.0,4.0,4.0,2.0
735,15000000000.0,237.0,387.0,5.0,4.0,2.0
736,3500000000.0,140.0,90.0,3.0,3.0,2.0
737,5900000000.0,140.0,107.0,3.0,3.0,3.0
738,3000000000.0,62.0,90.0,5.0,3.0,0.0
740,2900000000.0,120.0,137.0,5.0,2.0,1.0
741,6000000000.0,350.0,220.0,5.0,5.0,2.0
743,5500000000.0,147.0,107.0,6.0,4.0,2.0
744,3700000000.0,350.0,180.0,4.0,3.0,1.0
745,6250000000.0,150.0,150.0,3.0,3.0,2.0
746,3700000000.0,150.0,139.0,5.0,3.0,1.0
747,7300000000.0,300.0,325.0,5.0,4.0,6.0
748,6950000000.0,150.0,190.0,4.0,4.0,2.0
749,3400000000.0,190.0,110.0,5.0,6.0,2.0
750,3300000000.0,120.0,90.0,3.0,3.0,2.0
752,2700000000.0,170.0,88.0,5.0,4.0,0.0
753,6700000000.0,390.0,130.0,4.0,5.0,2.0
754,12000000000.0,400.0,312.0,4.0,4.0,2.0
756,2350000000.0,130.0,130.0,4.0,3.0,1.0
757,3400000000.0,100.0,139.0,6.0,4.0,2.0
758,3000000000.0,200.0,150.0,5.0,4.0,2.0
759,5000000000.0,328.0,150.0,7.0,6.0,2.0
760,4000000000.0,250.0,154.0,6.0,3.0,2.0
761,2300000000.0,107.0,54.0,3.0,2.0,1.0
762,4500000000.0,230.0,180.0,4.0,4.0,1.0
763,4400000000.0,200.0,195.0,7.0,2.0,2.0
764,4500000000.0,150.0,179.0,3.0,2.0,1.0
765,2800000000.0,100.0,130.0,3.0,2.0,2.0
766,3800000000.0,178.0,239.0,4.0,3.0,4.0
767,15000000000.0,450.0,475.0,5.0,5.0,5.0
768,3500000000.0,135.0,101.0,4.0,2.0,2.0
770,2900000000.0,100.0,139.0,3.0,2.0,2.0
771,10000000000.0,600.0,400.0,4.0,3.0,0.0
772,4340000000.0,100.0,124.0,3.0,2.0,2.0
774,2900000000.0,150.0,60.0,4.0,4.0,1.0
775,3200000000.0,150.0,92.0,4.0,4.0,2.0
776,6500000000.0,272.0,311.0,5.0,5.0,0.0
777,3500000000.0,210.0,172.0,5.0,2.0,2.0
779,7500000000.0,250.0,315.0,3.0,3.0,2.0
780,2950000000.0,135.0,133.0,4.0,3.0,1.0
781,5500000000.0,225.0,326.0,7.0,2.0,0.0
782,9000000000.0,350.0,305.0,5.0,5.0,3.0
783,2500000000.0,120.0,135.0,4.0,2.0,1.0
784,3100000000.0,172.0,90.0,4.0,3.0,2.0
785,3500000000.0,200.0,231.0,4.0,3.0,2.0
786,12000000000.0,480.0,312.0,4.0,2.0,1.0
787,7000000000.0,330.0,187.0,7.0,4.0,2.0
788,6500000000.0,148.0,150.0,4.0,3.0,3.0
789,4500000000.0,200.0,148.0,4.0,3.0,1.0
790,7000000000.0,180.0,253.0,3.0,2.0,2.0
791,2300000000.0,140.0,77.0,4.0,3.0,1.0
792,8750000000.0,250.0,200.0,5.0,4.0,2.0
794,3800000000.0,250.0,186.0,4.0,3.0,0.0
795,13000000000.0,600.0,208.0,4.0,5.0,4.0
796,1800000000.0,90.0,84.0,3.0,2.0,0.0
797,13500000000.0,350.0,278.0,6.0,4.0,0.0
798,7100000000.0,280.0,241.0,5.0,4.0,3.0
799,8500000000.0,200.0,385.0,5.0,5.0,0.0
800,3000000000.0,139.0,150.0,3.0,3.0,1.0
801,3600000000.0,150.0,135.0,5.0,3.0,3.0
803,750000000.0,100.0,78.0,3.0,1.0,0.0
806,8500000000.0,245.0,240.0,3.0,5.0,2.0
808,1600000000.0,150.0,90.0,3.0,2.0,1.0
809,5500000000.0,424.0,311.0,5.0,4.0,4.0
810,8000000000.0,260.0,306.0,5.0,4.0,2.0
811,12500000000.0,480.0,312.0,4.0,2.0,1.0
812,7500000000.0,350.0,220.0,4.0,5.0,1.0
813,3000000000.0,300.0,110.0,4.0,3.0,1.0
814,15000000000.0,300.0,260.0,4.0,3.0,4.0
815,3900000000.0,220.0,135.0,4.0,4.0,1.0
816,6000000000.0,210.0,203.0,5.0,3.0,1.0
818,3000000000.0,150.0,90.0,4.0,5.0,1.0
819,5000000000.0,180.0,107.0,6.0,5.0,2.0
820,850000000.0,56.0,56.0,4.0,2.0,0.0
821,2500000000.0,140.0,135.0,4.0,3.0,1.0
823,2900000000.0,150.0,120.0,2.0,2.0,0.0
825,3000000000.0,160.0,140.0,4.0,3.0,1.0
827,4750000000.0,200.0,150.0,5.0,5.0,2.0
828,6900000000.0,400.0,268.0,5.0,4.0,3.0
829,10000000000.0,300.0,368.0,4.0,4.0,3.0
830,6700000000.0,250.0,125.0,3.0,3.0,3.0
831,9000000000.0,350.0,300.0,4.0,4.0,0.0
832,2800000000.0,200.0,110.0,4.0,3.0,2.0
833,3000000000.0,180.0,135.0,5.0,4.0,3.0
834,4100000000.0,220.0,110.0,4.0,3.0,2.0
836,3500000000.0,162.0,149.0,4.0,2.0,2.0
840,2000000000.0,128.0,148.0,4.0,3.0,2.0
842,9500000000.0,380.0,386.0,7.0,4.0,4.0
843,4600000000.0,250.0,151.0,5.0,3.0,4.0
844,6000000000.0,168.0,221.0,5.0,3.0,2.0
845,2350000000.0,160.0,80.0,4.0,3.0,1.0
846,2600000000.0,140.0,84.0,3.0,2.0,1.0
847,9000000000.0,300.0,287.0,4.0,3.0,1.0
848,2600000000.0,150.0,90.0,3.0,2.0,1.0
849,12000000000.0,470.0,270.0,5.0,4.0,1.0
850,2700000000.0,90.0,78.0,3.0,2.0,0.0
851,14500000000.0,600.0,208.0,4.0,4.0,2.0
852,3750000000.0,127.0,180.0,4.0,4.0,2.0
853,6000000000.0,325.0,225.0,7.0,5.0,2.0
854,7500000000.0,150.0,253.0,5.0,2.0,0.0
855,5200000000.0,300.0,260.0,7.0,3.0,1.0
856,4900000000.0,250.0,266.0,3.0,2.0,1.0
857,17500000000.0,750.0,724.0,4.0,2.0,3.0
858,10900000000.0,646.0,428.0,5.0,5.0,6.0
859,9000000000.0,300.0,388.0,4.0,3.0,1.0
860,6500000000.0,168.0,221.0,5.0,2.0,1.0
862,6000000000.0,300.0,150.0,5.0,4.0,2.0
863,3300000000.0,120.0,90.0,4.0,4.0,1.0
864,1100000000.0,100.0,50.0,2.0,1.0,0.0
865,5000000000.0,410.0,205.0,3.0,3.0,1.0
866,2500000000.0,100.0,150.0,3.0,2.0,0.0
868,3000000000.0,160.0,90.0,4.0,3.0,1.0
869,3300000000.0,180.0,110.0,4.0,4.0,2.0
870,4400000000.0,250.0,130.0,4.0,3.0,2.0
871,4250000000.0,200.0,150.0,5.0,3.0,4.0
873,3000000000.0,120.0,90.0,4.0,4.0,1.0
874,2500000000.0,140.0,88.0,4.0,3.0,0.0
875,8800000000.0,150.0,205.0,5.0,2.0,2.0
876,5500000000.0,300.0,248.0,5.0,4.0,3.0
877,2200000000.0,160.0,100.0,3.0,2.0,1.0
878,6000000000.0,250.0,170.0,5.0,5.0,3.0
879,7000000000.0,300.0,240.0,4.0,3.0,4.0
880,10500000000.0,500.0,345.0,6.0,4.0,2.0
881,3500000000.0,335.0,140.0,5.0,4.0,0.0
882,6000000000.0,350.0,210.0,5.0,5.0,1.0
883,3800000000.0,150.0,130.0,3.0,2.0,1.0
884,5500000000.0,250.0,140.0,5.0,3.0,1.0
885,2500000000.0,200.0,122.0,4.0,2.0,1.0
886,7500000000.0,480.0,290.0,5.0,3.0,2.0
887,6800000000.0,375.0,130.0,4.0,5.0,4.0
888,12500000000.0,480.0,312.0,4.0,3.0,2.0
889,9500000000.0,300.0,368.0,5.0,4.0,2.0
890,6000000000.0,150.0,200.0,5.0,4.0,2.0
891,3500000000.0,240.0,130.0,5.0,6.0,2.0
892,9000000000.0,350.0,305.0,4.0,4.0,3.0
893,8000000000.0,350.0,178.0,8.0,6.0,2.0
895,9700000000.0,450.0,248.0,5.0,6.0,1.0
896,3600000000.0,100.0,130.0,3.0,3.0,0.0
897,4200000000.0,180.0,120.0,4.0,3.0,2.0
898,9000000000.0,350.0,240.0,6.0,4.0,3.0
899,950000000.0,130.0,92.0,4.0,2.0,0.0
900,16450000000.0,700.0,550.0,6.0,6.0,0.0
901,7500000000.0,320.0,360.0,7.0,4.0,0.0
902,8700000000.0,375.0,265.0,5.0,4.0,4.0
903,3500000000.0,230.0,150.0,5.0,4.0,2.0
905,13000000000.0,800.0,370.0,6.0,5.0,4.0
906,3750000000.0,120.0,150.0,2.0,2.0,2.0
907,10000000000.0,450.0,750.0,8.0,6.0,1.0
908,1600000000.0,80.0,80.0,4.0,3.0,1.0
909,4500000000.0,320.0,146.0,5.0,5.0,3.0
910,13500000000.0,235.0,256.0,3.0,2.0,2.0
911,2000000000.0,100.0,90.0,3.0,2.0,1.0
912,9000000000.0,211.0,234.0,7.0,5.0,4.0
913,5800000000.0,280.0,170.0,5.0,4.0,2.0
914,3200000000.0,160.0,135.0,4.0,3.0,1.0
915,2400000000.0,154.0,147.0,3.0,2.0,1.0
916,6750000000.0,350.0,210.0,4.0,4.0,2.0
917,2400000000.0,75.0,101.0,2.0,1.0,2.0
918,3100000000.0,150.0,95.0,3.0,3.0,2.0
919,11000000000.0,399.0,384.0,4.0,4.0,0.0
921,650000000.0,50.0,55.0,2.0,1.0,0.0
923,2800000000.0,150.0,90.0,3.0,3.0,1.0
924,3200000000.0,170.0,90.0,4.0,4.0,0.0
926,1600000000.0,80.0,80.0,4.0,3.0,0.0
927,2400000000.0,100.0,130.0,4.0,2.0,1.0
928,6000000000.0,450.0,260.0,7.0,4.0,0.0
929,4500000000.0,251.0,106.0,4.0,3.0,2.0
930,3000000000.0,200.0,200.0,4.0,3.0,0.0
931,2100000000.0,162.0,162.0,3.0,3.0,2.0
932,5800000000.0,180.0,141.0,4.0,3.0,2.0
933,9300000000.0,385.0,386.0,6.0,4.0,4.0
934,2000000000.0,130.0,100.0,3.0,2.0,1.0
936,4000000000.0,200.0,140.0,4.0,3.0,2.0
937,6500000000.0,250.0,180.0,8.0,4.0,1.0
938,2850000000.0,160.0,135.0,3.0,2.0,2.0
939,6800000000.0,300.0,200.0,5.0,5.0,4.0
940,3500000000.0,150.0,112.0,3.0,4.0,1.0
941,3500000000.0,160.0,110.0,4.0,4.0,2.0
942,10500000000.0,800.0,457.0,7.0,5.0,2.0
943,12500000009.0,480.0,312.0,6.0,4.0,4.0
944,5500000000.0,265.0,250.0,4.0,3.0,2.0
945,5700000000.0,250.0,162.0,4.0,4.0,2.0
947,3000000000.0,90.0,160.0,5.0,4.0,1.0
948,9500000000.0,385.0,380.0,5.0,4.0,2.0
949,3750000000.0,160.0,110.0,3.0,3.0,2.0
950,3600000000.0,150.0,340.0,6.0,4.0,0.0
951,6500000000.0,170.0,89.0,3.0,3.0,1.0
952,7500000000.0,300.0,325.0,5.0,4.0,2.0
953,2500000000.0,120.0,60.0,3.0,4.0,1.0
954,3900000000.0,200.0,130.0,5.0,4.0,1.0
955,16000000000.0,450.0,310.0,5.0,5.0,1.0
958,3999999999.0,200.0,130.0,4.0,3.0,2.0
959,5800000000.0,170.0,141.0,4.0,3.0,1.0
960,3900000000.0,170.0,100.0,5.0,3.0,2.0
961,3100000000.0,180.0,103.0,3.0,3.0,2.0
962,3000000000.0,150.0,139.0,3.0,3.0,1.0
963,14000000000.0,440.0,393.0,6.0,6.0,6.0
964,13500000000.0,352.0,394.0,6.0,4.0,2.0
965,4000000000.0,200.0,135.0,4.0,3.0,2.0
966,3500000000.0,120.0,90.0,3.0,2.0,2.0
967,4300000000.0,300.0,180.0,5.0,4.0,2.0
968,3900000000.0,180.0,154.0,4.0,3.0,2.0
970,2750000000.0,210.0,91.0,5.0,4.0,1.0
971,2900000000.0,175.0,134.0,5.0,2.0,1.0
972,9500000000.0,500.0,345.0,8.0,5.0,4.0
975,2600000000.0,150.0,90.0,3.0,2.0,0.0
976,4000000000.0,200.0,220.0,7.0,3.0,1.0
978,4000000000.0,180.0,105.0,5.0,4.0,1.0
979,3200000000.0,137.0,86.0,4.0,2.0,1.0
980,2600000000.0,160.0,93.0,4.0,4.0,1.0
981,6300000000.0,250.0,180.0,4.0,3.0,1.0
982,3400000000.0,160.0,110.0,3.0,3.0,1.0
983,3250000000.0,200.0,90.0,4.0,3.0,1.0
984,3000000000.0,150.0,95.0,4.0,4.0,1.0
985,4100000000.0,180.0,155.0,4.0,3.0,1.0
986,6500000000.0,130.0,160.0,4.0,1.0,2.0
987,1800000000.0,90.0,100.0,2.0,1.0,0.0
988,3500000000.0,150.0,135.0,4.0,3.0,1.0
990,3000000000.0,200.0,125.0,2.0,2.0,1.0
991,2150000000.0,128.0,135.0,3.0,2.0,1.0
992,3000000000.0,200.0,90.0,3.0,2.0,2.0
993,3250000000.0,120.0,104.0,4.0,3.0,1.0
994,1750000000.0,85.0,90.0,2.0,1.0,1.0
996,3800000000.0,200.0,145.0,8.0,8.0,1.0
997,2500000000.0,120.0,100.0,3.0,2.0,1.0
998,4200000000.0,250.0,206.0,5.0,4.0,1.0
999,1100000000.0,70.0,70.0,2.0,1.0,0.0
1000,950000000.0,100.0,60.0,3.0,1.0,0.0
1001,4500000000.0,128.0,90.0,3.0,3.0,1.0
1002,7000000000.0,150.0,110.0,4.0,3.0,1.0
1003,600000000.0,60.0,30.0,2.0,2.0,0.0
1004,2600000000.0,100.0,140.0,3.0,2.0,1.0
1005,9000000000.0,450.0,550.0,10.0,10.0,3.0
1006,4000000000.0,160.0,140.0,4.0,3.0,2.0
1009,10500000000.0,420.0,430.0,7.0,4.0,2.0
